PLAYER_NAME,OVR,PROGRAM,TEAM,PRICE,AWA,BTK,BSK,PBK,PRC,POS_CB,POS_DT,POS_FB,POS_FS,POS_HB,POS_K,POS_LE,POS_LG,POS_LOLB,POS_LT,POS_MLB,POS_P,POS_QB,POS_RE,POS_RG,POS_ROLB,POS_RT,POS_SS,POS_TE,POS_WR,AWA SQUARED,BTK SQUARED,PBK SQUARED,TAK SQUARED,AGI SQUARED,SPD SQUARED,RT_PBK,HB_PBK,HB_BTK,TE_STR,WR_ACC,WR_CIT,LE_FMV,DT_BSH,DT_PRC,DT_TAK,RE_STR,LOLB_PUR,MLB_POW,MLB_PUR,CB_PRC,CB_MCV,FS_ZCV,K_KAC,P_KAC,Actual,Predicted,Discrepancy
Damon Harrison Sr,90,Series Redux,Detroit Lions,68400,92.0,10.0,17.0,35.0,92.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464.0,100.0,1225.0,7396.0,3481.0,3249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,92.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68399.99999999996,74847.89875919686,6447.898759196905
Desmond Trufant,90,Series Redux,Atlanta Falcons,70000,86.0,53.0,10.0,25.0,86.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396.0,2809.0,625.0,4900.0,8281.0,7569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,89.0,0.0,0.0,0.0,69999.99999999994,65879.1859824713,-4120.814017528639
Deion Jones,90,MUT Heroes,Atlanta Falcons,86100,86.0,10.0,10.0,35.0,86.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7396.0,100.0,1225.0,7569.0,7056.0,7396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,87.0,0.0,0.0,0.0,0.0,0.0,86099.99999999994,67411.4612080744,-18688.538791925545
Davante Adams,90,Series Redux,Green Bay Packers,73300,91.0,74.0,12.0,32.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8281.0,5476.0,1024.0,1024.0,7225.0,7056.0,0.0,0.0,0.0,0.0,87.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73300.00000000001,74690.58329460553,1390.5832946055161
Todd Gurley II,90,MUT Superstars,Los Angeles Rams,108000,87.0,89.0,13.0,57.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569.0,7921.0,3249.0,961.0,7744.0,7225.0,0.0,57.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108000.0,78956.84079872422,-29043.159201275776
Brandon Graham,90,Team of the Week,Philadelphia Eagles,65600,89.0,16.0,10.0,35.0,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7921.0,256.0,1225.0,7921.0,6241.0,5625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65600.0,70849.2774360496,5249.277436049597
Desmond Trufant,90,Signature Series,Atlanta Falcons,306000,86.0,53.0,10.0,25.0,86.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396.0,2809.0,625.0,4900.0,8281.0,7569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,89.0,0.0,0.0,0.0,305999.9999999999,65879.1859824713,-240120.81401752858
Dont'a Hightower,90,MUT Heroes,New England Patriots,70100,90.0,10.0,10.0,35.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8100.0,100.0,1225.0,8281.0,5776.0,6241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70100.00000000003,71288.2603928736,1188.260392873577
Joey Slye,90,Football Outsiders,Carolina Panthers,75800,78.0,10.0,12.0,10.0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084.0,100.0,100.0,441.0,4096.0,4225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,75799.99999999997,74240.64630165347,-1559.353698346502
Eddie Jackson,90,Series Redux,Chicago Bears,74100,93.0,47.0,10.0,25.0,93.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8649.0,2209.0,625.0,5184.0,6561.0,6889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,74099.99999999994,81432.32208166263,7332.322081662685
Damon Harrison Sr,90,Signature Series,Detroit Lions,504000,92.0,10.0,17.0,35.0,92.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464.0,100.0,1225.0,7396.0,3481.0,3249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,92.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504000.0000000004,74847.89875919686,-429152.10124080355
Clay Matthews,90,Team of the Week,Los Angeles Rams,64000,90.0,10.0,10.0,35.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8100.0,100.0,1225.0,7396.0,6889.0,6561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64000.00000000002,73826.04120505124,9826.041205051217
Cameron Jordan,90,Signature Series,New Orleans Saints,320000,93.0,10.0,10.0,35.0,93.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8649.0,100.0,1225.0,7225.0,5776.0,5476.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319999.9999999998,75651.94983700241,-244348.05016299742
Travis Kelce,90,Series Redux,Kansas City Chiefs,88600,92.0,71.0,32.0,66.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8464.0,5041.0,4356.0,1225.0,6889.0,6561.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88600.00000000004,94630.66498843148,6030.664988431439
Christian McCaffrey,90,Series Redux,Carolina Panthers,75600,87.0,75.0,14.0,54.0,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569.0,5625.0,2916.0,676.0,8464.0,7396.0,0.0,54.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75600.00000000006,65239.21145041443,-10360.788549585632
Davante Adams,90,Signature Series,Green Bay Packers,324000,91.0,74.0,12.0,32.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8281.0,5476.0,1024.0,1024.0,7225.0,7056.0,0.0,0.0,0.0,0.0,87.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323999.9999999998,74690.58329460553,-249309.41670539428
Aaron Jones,90,Team of the Week,Green Bay Packers,60100,88.0,82.0,10.0,62.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744.0,6724.0,3844.0,100.0,8100.0,7744.0,0.0,62.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60100.00000000002,82214.4228982411,22114.42289824108
Philip Rivers,90,Signature Series,Los Angeles Chargers,360000,92.0,24.0,37.0,10.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8464.0,576.0,100.0,144.0,3025.0,3721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359999.99999999994,54370.741524696285,-305629.25847530365
Keenan Allen,90,Team of the Week,Los Angeles Chargers,62400,89.0,76.0,12.0,39.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7921.0,5776.0,1521.0,576.0,8100.0,7225.0,0.0,0.0,0.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62399.999999999985,69813.69494747456,7413.694947474578
Nickell Robey-Coleman,90,Zero Chill,Los Angeles Rams,64099,91.0,57.0,10.0,25.0,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281.0,3249.0,625.0,3600.0,7921.0,7744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,83.0,0.0,0.0,0.0,64098.99999999998,73092.08893728927,8993.088937289293
Travis Kelce,90,Signature Series,Kansas City Chiefs,745000,92.0,71.0,32.0,66.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8464.0,5041.0,4356.0,1225.0,6889.0,6561.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745000.0,94630.66498843148,-650369.3350115685
Malik Hooker,90,MUT Heroes,Indianapolis Colts,80600,91.0,38.0,10.0,10.0,91.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281.0,1444.0,100.0,5625.0,7396.0,7569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,80599.99999999994,86496.27853491988,5896.27853491994
Ted Hendricks,90,Legends,Oakland Raiders,65600,89.0,19.0,19.0,45.0,89.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7921.0,361.0,2025.0,7569.0,6084.0,6561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65600.0,66708.50670885036,1108.5067088503565
Jordan Reed,90,Zero Chill,Washington Redskins,61200,92.0,77.0,36.0,62.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8464.0,5929.0,3844.0,1225.0,7396.0,6889.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61200.00000000003,82168.7807070933,20968.780707093276
Tyler Boyd,90,MUT Heroes,Cincinnati Bengals,67600,91.0,71.0,12.0,43.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8281.0,5041.0,1849.0,196.0,7056.0,7396.0,0.0,0.0,0.0,0.0,89.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67599.99999999999,67591.87307972652,-8.126920273469295
John Henderson,90,Legends,Jacksonville Jaguars,62400,90.0,17.0,17.0,45.0,90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100.0,289.0,2025.0,7921.0,2916.0,3481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62399.999999999985,63661.73887726758,1261.7388772675913
Keith Bulluck,90,Legends,Tennessee Titans,61400,89.0,47.0,18.0,45.0,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7921.0,2209.0,2025.0,7569.0,6561.0,6724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61400.000000000015,64843.57371027052,3443.5737102705025
Eddie Jackson,90,Signature Series,Chicago Bears,295000,93.0,47.0,10.0,25.0,93.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8649.0,2209.0,625.0,5184.0,6561.0,6889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,295000.00000000006,81432.32208166263,-213567.67791833743
Dallas Clark,90,Legends,Indianapolis Colts,61600,92.0,76.0,20.0,54.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8464.0,5776.0,2916.0,1296.0,5776.0,6241.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61599.99999999995,69099.04403007479,7499.044030074838
Kenny Moore II,90,Football Outsiders,Indianapolis Colts,62600,90.0,41.0,10.0,15.0,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100.0,1681.0,225.0,3721.0,7921.0,7744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,84.0,0.0,0.0,0.0,62599.999999999956,74579.734088548,11979.734088548037
Jerry Rice,90,Legends,San Francisco 49ers,64400,88.0,82.0,27.0,39.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7744.0,6724.0,1521.0,1444.0,7569.0,7569.0,0.0,0.0,0.0,0.0,88.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64400.00000000005,76531.80005326052,12131.800053260471
Mark Andrews,90,Blitz,Baltimore Ravens,75000,87.0,65.0,10.0,65.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7569.0,4225.0,4225.0,289.0,5476.0,7225.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74999.99999999996,65827.78289067534,-9172.217109324614
Kenny Stills,89,Flashbacks,New Orleans Saints,44100,92.0,79.0,16.0,39.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8464.0,6241.0,1521.0,361.0,6561.0,7744.0,0.0,0.0,0.0,0.0,88.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44099.99999999998,63149.82956789741,19049.829567897432
Mitch Morse,90,MUT Heroes,Buffalo Bills,76100,89.0,10.0,10.0,87.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921.0,100.0,7569.0,400.0,4096.0,4225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76100.00000000004,56837.10031559113,-19262.899684408912
John Henderson,89,Theme Diamonds,Jacksonville Jaguars,69900,87.0,17.0,17.0,45.0,87.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569.0,289.0,2025.0,7569.0,3025.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69900.00000000003,45386.03124121841,-24513.968758781622
Javon Hargrave,89,Football Outsiders,Pittsburgh Steelers,45200,89.0,10.0,10.0,34.0,89.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921.0,100.0,1156.0,7056.0,4624.0,5329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,89.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45200.00000000004,54922.32582538065,9722.325825380613
Joel Bitonio,90,MUT Heroes,Cleveland Browns,144000,88.0,10.0,10.0,92.0,18.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7744.0,100.0,8464.0,121.0,5041.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144000.00000000012,65673.87247969466,-78326.12752030545
Grady Jarrett,90,Heavyweights,Atlanta Falcons,62800,90.0,10.0,10.0,35.0,90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100.0,100.0,1225.0,7056.0,4624.0,4489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,90.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62800.000000000015,70653.50248226283,7853.502482262818
David Njoku,89,Ultimate Kickoff,Cleveland Browns,64099,89.0,80.0,10.0,67.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7921.0,6400.0,4489.0,676.0,6724.0,6889.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64098.99999999998,56537.72567032658,-7561.274329673397
Jessie Tuggle,89,Theme Diamonds,Atlanta Falcons,76600,87.0,19.0,12.0,45.0,87.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7569.0,361.0,2025.0,7921.0,6400.0,6724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,89.0,0.0,0.0,0.0,0.0,0.0,76599.99999999994,48773.30788726876,-27826.69211273118
Rob Ninkovich,89,Legends,New England Patriots,40100,91.0,29.0,15.0,45.0,91.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8281.0,841.0,2025.0,7744.0,5929.0,5625.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40100.00000000002,54259.89461588326,14159.89461588324
Jason Witten,90,MUT Heroes,Dallas Cowboys,74800,95.0,49.0,10.0,66.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9025.0,2401.0,4356.0,100.0,5776.0,5476.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74800.0,91349.2902360417,16549.290236041707
Zach Brown,89,Veterans,Free Agents,44800,86.0,22.0,10.0,35.0,86.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7396.0,484.0,1225.0,8100.0,6724.0,7056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,91.0,0.0,0.0,0.0,0.0,0.0,44799.99999999997,50250.95211214116,5450.952112141189
Jon Runyan,89,Theme Diamonds,Philadelphia Eagles,105000,87.0,18.0,22.0,85.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7569.0,324.0,7225.0,900.0,2500.0,3600.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.00000000004,47761.46994964288,-57238.53005035716
Ben Jones,90,Heavyweights,Tennessee Titans,65400,93.0,10.0,10.0,86.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8649.0,100.0,7396.0,900.0,3481.0,3136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65399.99999999998,66698.63441718256,1298.634417182584
Ken Houston,89,Legends,Washington Redskins,42100,85.0,62.0,20.0,45.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7225.0,3844.0,2025.0,6400.0,7396.0,7744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42100.00000000001,41781.95944814058,-318.04055185942707
Vernon Davis,89,Veterans,Washington Redskins,45900,92.0,56.0,10.0,71.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8464.0,3136.0,5041.0,1600.0,6724.0,7056.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45899.999999999985,67661.62228259745,21761.62228259747
Mel Renfro,89,Theme Diamonds,Dallas Cowboys,72800,86.0,82.0,20.0,45.0,86.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396.0,6724.0,2025.0,3969.0,7744.0,7396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0,0.0,0.0,72800.00000000003,54826.11921982831,-17973.88078017172
Brandin Cooks,90,MUT Heroes,Los Angeles Rams,80400,88.0,71.0,12.0,27.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7744.0,5041.0,729.0,225.0,8281.0,8281.0,0.0,0.0,0.0,0.0,88.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80400.00000000004,68069.38609641857,-12330.61390358147
Eddie Goldman,89,Zero Chill,Chicago Bears,43100,87.0,10.0,10.0,35.0,87.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569.0,100.0,1225.0,8281.0,3844.0,3844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,87.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43099.99999999996,51145.01560135596,8045.015601355997
Brian Waters,89,Theme Diamonds,Kansas City Chiefs,80900,88.0,17.0,19.0,86.0,19.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7744.0,289.0,7396.0,1089.0,3025.0,3481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80900.0,48216.72737965999,-32683.27262034001
Corey Dillon,89,Legends,Cincinnati Bengals,38600,89.0,88.0,49.0,56.0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921.0,7744.0,3136.0,961.0,6889.0,7056.0,0.0,56.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38600.00000000002,81627.73631197838,43027.73631197836
David Johnson,90,MUT Heroes,Arizona Cardinals,65600,88.0,86.0,16.0,52.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744.0,7396.0,2704.0,225.0,7396.0,7744.0,0.0,52.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65600.0,72600.64034773993,7000.640347739929
Marcus Davenport,89,Football Outsiders,New Orleans Saints,44400,80.0,20.0,10.0,35.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6400.0,400.0,1225.0,8836.0,5776.0,7056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44399.99999999998,42141.11028096356,-2258.889719036415
Shaun Phillips,89,Theme Diamonds,Los Angeles Chargers,70100,88.0,28.0,10.0,45.0,88.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7744.0,784.0,2025.0,7396.0,6084.0,6241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70100.00000000003,48388.83870932736,-21711.161290672666
Mel Blount,89,Legends,Pittsburgh Steelers,44400,87.0,45.0,26.0,45.0,87.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569.0,2025.0,2025.0,4356.0,7396.0,7225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,86.0,0.0,0.0,0.0,44399.99999999998,48407.34399935993,4007.343999359953
Matthew Stafford,90,MUT Heroes,Detroit Lions,68000,86.0,49.0,83.0,15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7396.0,2401.0,225.0,324.0,5184.0,5184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67999.99999999994,55411.630235859346,-12588.369764140596
Kevin Greene,89,Legends,Pittsburgh Steelers,43900,87.0,74.0,20.0,45.0,87.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7569.0,5476.0,2025.0,7396.0,5184.0,6084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43900.00000000003,52712.91955127536,8812.919551275329
Matt Birk,89,Theme Diamonds,Minnesota Vikings,73300,89.0,24.0,19.0,87.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921.0,576.0,7569.0,784.0,3969.0,3969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73300.00000000001,48067.66506421305,-25232.334935786967
Otto Graham,89,Theme Diamonds,Cleveland Browns,77300,87.0,72.0,80.0,25.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7569.0,5184.0,625.0,1521.0,5625.0,5776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77300.0,53998.16618056596,-23301.83381943404
Patrick Mahomes,90,MUT Superstars,Kansas City Chiefs,201000,87.0,68.0,81.0,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7569.0,4624.0,100.0,256.0,6561.0,5625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200999.99999999994,70664.46553144493,-130335.53446855501
C.J. Mosley,90,Team of the Week,New York Jets,61500,93.0,22.0,10.0,35.0,93.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8649.0,484.0,1225.0,8464.0,7225.0,6724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,61500.00000000001,84397.91316706523,22897.91316706522
